timestamp;cycle_id;type;action;ticket;price;lot;sl;tp;pnl;exit_reason;spread;atr;rsi;comment
2026.08.12 08:49:35;1786445848;main;close;118929706;4409.08;0.04;4409.08;4429.05;10.12;broker_side_close(sl_or_tp_hit);36;3.82;69.7;[sl]
2026.08.12 08:55:20;1786445849;main;open;118933353;4407.39;0.03;4422.39;4384.89;0.00;;33;3.38;65.4;SELL OCO
2026.08.12 08:55:20;1786445849;hedge;open;118933476;4410.64;0.05;4407.64;0.00;0.00;;34;3.38;65.4;HedgePend BUY_STOP
2026.08.12 09:07:36;1786445849;hedge;close;118933476;4408.60;0.05;4407.64;0.00;-10.20;hedge_max_loss;36;3.41;65.8;EA_Breakout_OCO_V7_1 HedgePend
2026.08.12 09:48:18;1786445849;main;close;118933353;4403.58;0.03;4403.58;4384.89;11.43;broker_side_close(sl_or_tp_hit);36;2.76;48.9;[sl]
2026.08.12 09:57:22;1786445850;main;open;118945566;4402.21;0.03;4417.21;4379.71;0.00;;36;2.54;45.9;SELL OCO
2026.08.12 09:57:22;1786445850;hedge;open;118946309;4405.49;0.05;4402.49;0.00;0.00;;36;2.54;46.2;HedgePend BUY_STOP
2026.08.12 10:03:59;1786445850;hedge;close;118946309;4407.22;0.05;4406.95;0.00;8.65;hedge_reversal_giveback_cap;36;2.83;57.8;EA_Breakout_OCO_V7_1 HedgePend
2026.08.12 10:07:22;1786445850;main;close;118945566;4407.78;0.03;4417.21;4379.71;-16.71;time_loss_exit;36;2.66;58.1;
2026.08.12 10:20:31;1786445851;main;open;118951493;4414.25;0.03;4426.25;4391.75;0.00;;36;2.91;66.9;SELL OCO
